;AKAP8L;ARID3B;ARNTL;ATF3;ATF4;BACH2;BATF;BATF3;BBX;CREM;E2F1;E4F1;EGR1;EGR2;ELF4;ELK1;ELK3;ETS2;ETV3;ETV6;FOS;FOSL1;FOXJ2;FOXO1;GATAD2B;GMEB1;GTF2B;GTF3A;HBP1;HSF2;IRF4;KLF13;KLF6;LHX4;LYL1;MAX;MEF2A;MNT;MXD1;MYBL1;MYBL2;MYPOP;NCOA3;NFX1;NR1D1;NR1H2;NR2C1;NR2F6;PKNOX1;PLSCR1;PRMT3;RARG;RBCK1;RBSN;RELB;RORC;SETDB1;SMYD3;SP4;SREBF1;SRF;STAT3;STAT6;TBX21;TET2;TFAP4;TFCP2;TFDP1;THAP1;TP53;TRERF1;TRPS1;WT1;YBX3;ZBTB16;ZBTB17;ZBTB3;ZBTB39;ZBTB40;ZBTB45;ZFP1;ZFP30;ZFP37;ZFP62;ZFP64;ZFP69B;ZFPM1;ZKSCAN4;ZKSCAN7;ZNF107;ZNF121;ZNF131;ZNF134;ZNF138;ZNF154;ZNF155;ZNF160;ZNF180;ZNF200;ZNF202;ZNF226;ZNF227;ZNF234;ZNF235;ZNF239;ZNF250;ZNF254;ZNF256;ZNF264;ZNF268;ZNF284;ZNF287;ZNF317;ZNF324;ZNF324B;ZNF329;ZNF337;ZNF33A;ZNF35;ZNF354B;ZNF354C;ZNF365;ZNF367;ZNF396;ZNF397;ZNF429;ZNF43;ZNF451;ZNF471;ZNF483;ZNF493;ZNF501;ZNF507;ZNF510;ZNF513;ZNF527;ZNF530;ZNF546;ZNF549;ZNF554;ZNF555;ZNF562;ZNF563;ZNF574;ZNF585A;ZNF586;ZNF589;ZNF599;ZNF615;ZNF619;ZNF620;ZNF621;ZNF629;ZNF649;ZNF669;ZNF672;ZNF675;ZNF718;ZNF746;ZNF766;ZNF776;ZNF777;ZNF784;ZNF787;ZNF789;ZNF79;ZNF808;ZNF823;ZNF827;ZNF844;ZNF879;ZNF880;ZSCAN12;ZSCAN2;ZSCAN20;ZSCAN21;ZXDC
YBX3;0;0;0;0;0;0;0,259051049;0,280369252;0;0,225419834;0,178519163;0;0;0,068135567;0;0;0;0;0;0;0,002991703;-0,000207537;0;0,151484254;0;0;0;0;0;0;0;0;-0,269190312;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,386252263;0;0;0,046731646;0;0;0;0;0;0;0;0;0;0,009039327;0;0;0;0;0;0;0;-1;0;0;0;0,075644973;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,17725007;0;0;0,045079784;0;0;0;0;0;0;0;0;0;0;0,039620923;0;0;0;0;0;0;0;0;0;0;0;0;-0,001544177;0;0;0;0;0;0;0;0;0;0;0;0,0389998;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,011196853;0;0;0;0;0;0;0;0;0;0,054582997;0;0;0;0;0;0;0;0
ZBTB16;0;0,073491359;0;0;0;0,04323014;0;0;0,134738988;0,08524113;0;0;0;0;0;0;0;0;0,038495305;0;0;0;0;0;0;0,072241551;0;0;0;0;0;0;0,429168133;0,031311574;0;0;0;0,052480112;0;0;0;0;0;0;0;0,137927031;0;0;0;0;0;0;-0,142214619;0;0;0,042869334;0;0;0;0;0;0,134911771;0;0;0;0;0;-0,088852797;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,058093027;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,049534363;0;0;0;0;0;0;0;0
ZBTB17;0,075563959;0,036726324;0,002483661;0;0,218323164;-0,024624234;0,016554625;0;0,053307979;0;0;0,000770609;0;0;0;0;0;0;0;0;0;0;0;-0,000300247;-0,050134932;0;0,135678084;-0,113071968;0;0;0;0,070757207;0;0;0;0;0;0,001441567;0;0;0;0,103195074;0;0;0;0,138303409;0;0;0;0,004652359;0;0,041584323;0,206196784;0;0,071071801;0;0;0;0;0;0;0;0;0;-0,058174367;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,010445857;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,046400174;0,081391656;0;0;0;0;0;0;0;0;0;-0,066078859;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,002425298;0;0;0;0;0;0;0;0,007796355;0;0;0;0;0;0,008335966;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZBTB3;0;0;0;0;0;0;0;-0,054809649;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,098297015;0;0;0;0;0;0;0;0;0,00738709;0,145275012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,217416136;0;0;0;0,054289405;0;0;0;0,091805892;0;0;0;0;0;0;-1;0,025908942;0;0,011880178;0;0;0;0;0;0;0;0;0;-0,025792044;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,002827128;0,005295898;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,020448062;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZBTB39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,22100917;0,173730686;0;0;0;0;0;0;0;0;0;0,095142203;0;0;0;0;0;0;0;0;0,056642248;0;0,082083229;0;0,03726047;0;0;0;0;-0,059834901;0,269784093;0;0;0,119893397;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0,113577285;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,107380814;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,097207829;0;0;0;0;0,065537334;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,037581284;0;0;0;0;0;0;0;0;0;0;0;0,13868897;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZBTB40;0;0;0,110855195;0;0,099991329;0,109661598;0;0;0;0;0;0;-0,031759003;0;0,051290099;0;0;0;0;0;0;0;0;0;0,055897807;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,143736259;0;0;0;0;0;0;0;0;0;-0,166683393;0;0;0;0;0;0;0,050859164;0,124524704;0;0;0,029066108;0;0;0;0;0;0;0,056466969;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,098076307;0;0;0,025518589;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,067286609;0,061273514;0;0;0;0;0;0;0;0;0;0,149276267;0;0;0;0;0,074605747;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,035702812;0;0;0;0;0,039936975;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZBTB45;0;0;-0,034675553;0;-0,034256474;0;0;0;0;0;0;0,057550456;0,026554987;0;0,044057456;-0,006971003;0;0;0;0;0;0;0;0;0;0;0;0,00051354;0;0;-0,055295337;-0,078872774;0;0;0;0;0;0;0;0;0;0;0;0;0;0,17362839;0;0;0;0;0;0,053064866;0,175115928;0;0;0;0;0;0;0;-0,054641264;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,012799085;0;0;0;0;0;0;0;0;0;0;0;0,001701937;0;0;0;0;0;0;-0,039175832;0;0;0;0;0;-0,010804783;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,076917325;0;0;0;0;0;0;0;0;0;0;0;0,05109593;0;0;0;0;0;0;0;0;0;0;0;0;0,039483395;0;0;0;0;0;0;0;0
ZFP1;0;0;0;0;0,105860062;0;0;0;0;0;0;0;0;0;0,00576305;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,011169791;0;0;0;0;0;0,102772822;0;0;0;0;0;0,06645222;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0598862;0;0;0;-0,095402232;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0,018806455;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,044887985;0;0;0;0;0,095581621;0;0;0,077281214;0;0;0;0;0;0;0;0;0;0,014294372;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01592358;0;0;0;0;0;0;-0,001526486;0;0;0;0;0,01113584;0;0;0,046304674;0;0;0;0;0,056834478;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,036072885;0;0;0;0
ZFP30;0;0;0,123974365;0,021631791;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,032288468;0;0,040436212;0;-0,019672339;0;0;0,013201881;0;-0,373377191;0;0;0;0;0;0;0;0;0;0;0;0;-0,088435244;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,072099746;0;0;0;0;0;0,094166503;0;0;0;0;0;0;0,051503899;0;0;0;0;0;0;0;0;0;-1;0,025862763;0;0;0;0;0;0;0,053477312;0,082797875;0;0;0;0;0;0,155991716;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,164082168;0;0;0,054445513;0;0;0;0,002597291;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,091908355;0;0,017847586;0,066660695;0;0;0;0;0;0;0;0;0,07136193;0;0;0;0;0;0;0;0;0;0
ZFP37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,06801716;0;0;0;0;0;0;0,11770882;0,177461521;0;0;0;0;0;0;0;0;0;-0,457784852;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,094836957;-1;0;0;0,061196715;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,065059553;0;0;0,03639081;0;0;0;0;0;0;0;0;0;0,069374203;0;0;0;0;0;0;0;0,007366507;0;0;0;0;0;0,151002988;0;0;0;0,075284774;0,069821688;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,012838762;0;0
ZFP62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,097830324;0;0;0;0,052640283;0;0;0;0;0;0;0;0;0;-0,069954303;0;0;0;-0,040171812;0;0;0;0;0;0;0,010546489;0,043702123;0;-0,056443361;0;0;0;0;0;0;0,056802119;0;0,07088424;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0,028525911;0;0;0;0,029379453;0;0;0;0,033762973;0;0;0;0;0,059760722;0;0;0,075698925;0;0;0;0;0;0;0,049456348;0,057642179;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,035584568;0;0;0;0;0;0;0,033429472;0;0;0,057385459;0;0;0;0;0;0;0;0,040035397;0;0;0;0;0;0;0,055972802;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZFP64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,16348757;0;0;0;0;0;0;0,03436285;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,07449542;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000215355;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0,013895861;0;0,011205888;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,071412433;0;0;0;0;0;0,008772432;0;0;0;0;0;0;0;0,053358091;0;0;0;0;0;0;0;0;0;0;0,004647334;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,04666029;0;0;0;0;0;0;0;0;0;0;0;0,013321584;0;0;0
ZFP69B;0;0;0;0;0;0;0;0;0;0,013373898;0;0;0;-7,0319E-05;0;0;0;0;0;0;0,067768092;0;0;0;0;0;0;0;0;0;0;0;0;0,02908583;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,177660032;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,196291037;0;0;0;0;0;0;0;0;0;0;0;0,127200132;0;0,039136395;0;0,082734192;-1;0;0;0;0,172396455;0;0;0;0;0;0;0;0;0;0;0;0,150973083;0;0;0;0;0;0,083158362;0;0;0;0;0;0;0;0;0;0,025875449;0,072440041;0;0,009374944;0;0;0;0;0;0;0;0;0;0;-5,29242E-05;0,019634884;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,066677727;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,003079464;0,058577846;0;0;0;0;0;0
ZFPM1;0;0;0;0;0;0,097288561;0;0;0;0;0,166245413;0;0;0;0;0;0;0;0;0;0,041420954;0;0;0,199899971;0;0;0;0;0;0;0;0;0;0;0,077892457;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,154076327;0,151096769;0;0;0,089645265;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,036392406;0;0;0;0;0;0;0;0;0;0;0;0;0,016354298;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,111597028;0;0;0;0;0;0;0;0;0;0;0;0;0
ZKSCAN4;0,086529969;0;0;0;0,275116128;0;0;0;0;0;0;0;0;0;0;0;0;0;0,001140799;0;0;0;0;0,091170135;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0,093503388;0;0;0;0;0;0;0;0;0;0;0;0,026978723;0;0,033138945;0;0,031170361;0,086178139;0;7,98773E-05;0;0;0;0;0,008557515;0,003399525;0,10719319;0;0;0;0;3,26504E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,005085933;0;0;0;0;-6,68256E-05;0;0;0;0;0;0,102345924;0;0;0;0;0;0;0;0;0,000854389;0;0;0;0;0;0;0;0;0;0,049400839;0;0,000146128;0;0;0;0;0;0;0
ZKSCAN7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,057319458;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,120976048;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,009001148;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,007740174;0;0;-1;0;0;0;0;0;0,082241623;0;0;0;0;0;0;0;0;0;0,083550177;0;0;0;0;0;0;0,001174256;0;0;0;0;0;0;0,079598241;0,12688095;0;0,031604132;0;0,037000957;0;0;0;0;0;0;0;0,051428693;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,091094499;0;0,039417502;0;0;0;0;0;0;0;0;0;0;0;0;0,004619231;0;0;0;0;0;0;0;0;0;0;0
ZNF107;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,079525227;-0,07448216;0;0;0;0;0;0;0;0;0;0;0,0640515;0;0,036227616;0;0;0;0,082166013;0;0;0;0;0;0;0,036281152;0;0;0;0;0;0;0;0;0,060199128;0;-0,040978525;0;0;0;0;0;0;0;0,0207481;0;0,024289596;0;0;0;0;0;-0,042265332;0;0;0;0;0,01221848;0;0;0;0;0;0;0;-1;0;0;0;0,121411912;0;0;0,017164752;0;0;0;0;0;0;0;0;0;0,035409413;0;0;0;0;0;0;0;0;0;0;0,152189662;0;0,026141579;0,037548985;0;0;0;0;0,046904521;0,132357253;0,15729779;0;0;0;0;0,04047676;0;-0,035003387;0;0;0;0;0;0;-0,031650975;0;0;0;0;0;0;0;0;0;0;0;0,016522367;0;0;0,193053389;0,043606413;0;0;0,033568539;-0,030406536;0;-0,015142239;0;0;0,083446997;0;0;0;0;0;0;0;0;0;0
ZNF121;-0,064060591;0;-0,060636132;0;-0,084556365;0;0;0;0;0;0;0;0;0;0;0;0;0;0,084889251;0,08305592;0;0;0;0;0,060760094;0;0;0,154192308;0;0;0,227528569;0;-0,127965021;0;0;0;0;0,08181207;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,03670383;0;0;0;0;0,197428726;0;-0,045201769;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,051129432;0;0,025677146;0;0;0;0;0;0;0;0;0;0;0;0;0;0,113144776;0,049348774;0;0;0;0,031645498;0;0;-0,069153165;0;0;0;0;0;0;0,007880864;0;0,236801261;0;0;0;0;0,042979196;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZNF131;0;-0,03102402;0,003812961;0;-0,060656432;0;0,000722499;0,000801035;0,068924615;-0,088872007;0;0;-0,049512296;-0,000955916;0;0;0;0;0,013555332;0;0;0;0;0;0;0;0;0;0;0;0;0;0,226698908;0;0;0;0,035081132;-0,00667993;0;0;0;0;0,055323695;0,016756088;0;0;0;0;0;0;0;0;-0,119616545;0,005168615;0;0;0;0;0,047977674;0;0;0,083749603;-0,000132329;0;0,001064224;0;0,023201124;0;0;0;0;-0,000629907;0;0;0;-0,007804441;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;-0,028230243;0;0;0;0;0;0,036475836;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,086210216;0;0;0;0;0;0;0,038288669;0;0,023544319;0,064233495;0;0;0;0;0,017757493;0;0;0;0;0,032483704;0;0;0;0,036541602;0;0;0;0;0;0;0;0;0;0;0;0,018893311;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,001414433;0;0;0;0;0
ZNF134;0;0;0;0;0;0;0;-0,023085567;0;0;-0,029461519;0;0;0;0;0,06622467;0;0;0;0;0;0;0;-0,047430236;0;0;0;0;0;0;0;0;0,107894248;0;0;0;0;0;0;0;0;0;0;0;0,03589052;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,077663433;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,102515564;0;0;0;0;0,043181912;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,049147513;0;0;0;0;0;0;0;0;0;0;0;0;0;0,049229673;0;0;0;0;0;0;0;0;0;0;0,009656282;0;0;0;0;0;0
ZNF138;0;0;0;0;0;0;0;0;0;0;0;0;0,019357613;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,168026857;0;0;0;-0,053825534;-0,11471347;0;0;0;0;0;0;0;-0,013916254;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0755213;0;0;0;0;0;0;0;0;0;0;0;0;0;0,069361494;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,08642815;0;0;0;-1;0;0;0,073565037;0;0;0;0,070009703;-0,000174158;0;0;0;0;0,023469402;0;0;0;0;0;0;0;0;0;0;0;0;-0,006748996;0;0;0;0;0;0,043268141;0;0;0;0;0,04927282;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,052720368;0;0;0;0;0;0;0;0,024896851;0;0,025138382;0;0;0;0,018111972;0;0;0;0;0;0
ZNF154;0;0;0;0,055468871;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,158935604;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,021310818;0;0;0;0;0;0;0;0;0;0;0,259235913;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,06824346;0;0;0;0;0;0;0;0;0;0;0;0,002289787;0,041310651;0;0;0;0;0,040415733;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,093398388;0;0;0;0;0,109111498;0;0;0;0;0;0;0;0;0;0;0;0;0,127504021;0;0;0;0;0;0,079675696;0;0;0;0
ZNF155;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,169542042;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0,000547302;0;0,028634863;0;0;0;0;0;0,06238092;0;0;0;0,073030228;0,195091723;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00391414;0;0;0;0;0;0;0,116996007;0;0;0;0,03204966;0;0;0;0;0,029163869;0;0;0;0;0;0;0,061748607;0;0;0;0;0,048071581;0;0;0;0,004260926;0;0;0;0;0;0;0
ZNF160;0;0;0;0;0;0,033738886;-0,090044509;-0,081402471;0,050303587;-0,111446842;0;0;0,036868829;0;0;0;0;0;0;0;0,049483594;0;0;0;0;-0,107491717;0;-0,157795754;0;0;0;-0,087775759;-0,152064948;0;0;0;0;0;0;0;-0,043584982;-0,021941813;0,000634718;0;0;-0,066997306;0;0,047227315;0;-0,074820527;0;-0,083575335;0;0;0;0;0;0,002112089;8,66673E-05;0;0;0,240925764;0;0;0,053174102;0;0;0,0018921;0;0;0;0;0,011401692;0,015268202;0;0;0;0;0,027832283;0;0;0,028872275;0;0;0;0;0;0;0;0;0;-0,114718119;0;0,045920508;0;0;-1;0;0;0;0;0,022867405;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,05655932;0;0;0;0;0;0;0;0,084309222;0,047617599;0;0,125493879;0;0,026318011;0;0;0;0;0;0,034921776;0;0;0;0;0;0;0;0;0;0,051080652;0;0,035006933;0,018121655;0;0;0;0;0;0;-0,065645444;0,055298685;0;0;0,143734006;0;0;0;0;0;0;0,047582392;0;0;0,015901394;0;0;0;0;0;0;0
ZNF180;0;0;0;0;0,104825157;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,078953229;0;0;0;0;0;0;0,000338235;0;0;0,05052319;0;0;0;0;0;0;0,069987391;0;0;0;0;0;0;-0,000158792;0;0;0;0;0;0;0;0,006469842;0;0;0;0;0;-0,046340198;0;0,069764943;0;0;0;0,042074454;0;0;0;0;0;0;0;0;0;0;0;0,000432879;0,050136982;0;0;0;0;-0,000144808;0;-0,000882915;0;0;0;-0,003525104;0;0;-1;0;0;0;0,094520372;0;0;0;0;0,000326877;0;0;0;3,96142E-05;0;0;0;0;0;0;0,085716813;0;0;0;0;0,00028585;0;0;0;0;0;0;0;0;-1,35351E-05;0;0,011959692;0;0;0;0;0;0;0;0,000928406;0;0;0;0;0,00151223;0;0,036479641;0,00466714;0;0;0;0,097172387;0;0;0;0;0;0,093224626;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZNF200;0;0;0;0;0;0;0;0;0;0,097284902;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,064759976;0;-0,163913772;0;0;0;0;0;0;0;0;0;0;0;0;0;0,02618838;0;0,080591343;0;-0,13104366;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,139136748;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0,028105376;0;0;0;0;0;0;0;0;0;0;0;0,019181111;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,026682389;0;0;0;0;0;0;0;0;0;0;0,03064724;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,019408191;0;0;0;0;0;0
ZNF202;0;0;0;0;0,122914944;0;0;-0,003102018;0;0;0;0,124123072;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,145661912;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,126436035;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,002993924;0,035365877;0;0;0;0;0,0773143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,035720274;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0,114389769;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,14740064;0;0;0;0;0;0;0;0,064023293;0;0;0;0;0;0;0;0;0;0,11349962;0,039155401;0,088083528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZNF226;0;0;0;0;0;0;0;-0,013036249;0;0;0,000494334;0;0;0;0;0;0;0;0;0;0,035931232;0;0;0;0;0;0;0;0,058735191;0;0;0;0;0;0;0;0;0;0;0;-0,05989873;0;0;0;0;0,04215892;0,070613132;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,034215182;0;0;-0,031710418;0;0;0,058831313;0;0;0;0;0;-0,029617764;0;0;0;0;0;0;0;0;0,029531963;0;0;0;0;0;0;0,006112575;0;0;0,002800544;0;0;0,013420625;0;0;0;-1;0,013369087;0;0,000726484;0;0;0;0;0;0;0,00198477;0;0;0;0;0;0,021090165;0;0;0;0;0;0;0;0;0,004179125;0;0;0;0,047043363;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,061112761;0,023997872;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,054539063;0;0;0;0;0
ZNF227;0;0;0;0;0,077738897;0;0;0;0;0;-0,046848835;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,071814801;0;0;0;0;0;0;0;0;0;0;0;0;0,061752249;0;0,105789433;0;0;0;0;0;0;0,072467534;0;-0,160209449;0;0;0;0;0,046681219;0;0;0;-0,121119958;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,011906567;0;0;0,077971409;0;0,040547752;0;0;0;0;0;0;0;0;0;0;0,101118461;0,060879301;0;0;0,050401897;-1;0;0;0;0,024638906;0;0,026615869;0;0,06277381;0,004283746;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,072862938;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
